这实际上是一个很痛苦的过程就是很多时候你要做什么也是你自己定的,education,train,322
嗯,education,train,323
呃,education,train,330
对那那你们真的是就是每天都要自己很有那种,education,train,337
对所以,education,train,339
唉实际上就是也,education,train,340
也就是每天调整状态吗,education,train,341
嗯嗯嗯,education,train,342
然后再去找资料什么其实这个过程是特别痛苦的,education,train,347
对,education,train,348
对,education,train,350
你的专业会更难一点我觉得了因为,education,train,351
我感就是我之前跟,education,train,352
嗯什么,education,train,353
就他们是文科的博士,education,train,360
啊,education,train,361
他之前他就是,education,train,363
嗯我我们现在也是属于这个范畴,education,train,365
对然后所以他就是每天都在读很多很多东西,education,train,366
对然后他第一年他前两年就是一直在读读读每天就是没日没夜地读,education,train,368
这是真的读得太多了特别是因为我们现在是认知语言学这一块的,education,train,379
然后让认知的东西吧这是一个很虚的概念,education,train,380
很难转化的一个过程,education,train,383
对所以这是你前期需要你去读很多书就像你的,education,train,384
老师呀他需要先读很多书他要先自己弄明白这个虚的东西是什么他才能够把它写出来变成实的东西,education,train,385
阅读的量会很大,education,train,387
对所以就不是很想继续读下去,education,train,388
嗯,education,train,393
你很可以就你能够很轻易看到,education,train,394
就是你做的事情对于就是,education,train,395
对现在啊有什么影响或者是对,education,train,396
甚至说对学术圈的一些,education,train,397
对然后,education,train,399
所以说我觉得就是,education,train,400
很难讲因为它的,education,train,402
对对对,education,train,404
对就是你要不停的做,education,train,405
然后你可能,education,train,406
这辈子到到到到你快退休的时候看出来一点嗯,education,train,407
对会这样,education,train,408
对我来说有点太难,education,train,410
看看一下下一个,education,train,411
哦你没有你没有没有去过吗,education,train,420
没有啊就你们的那种,education,train,421
没有没有就是图书馆呀,education,train,422
哦哦哦哦哦哦哦,education,train,423
对我觉得那个,education,train,424
真的超级好我基本,education,train,425
基本上我不太去实验室里都是去图书馆,education,train,426
啊,education,train,429
有一个特殊的地方,education,train,430
但是就是我觉得图书馆就是,education,train,433
嗯我在想是那个,education,train,437
嗯,education,train,439
对对就是第四场中间那个可以,education,train,440
可以开灯的那个大桌子,education,train,441
可以开灯的大桌,education,train,442
对就我只要一坐下我就不用动了今天这样就会会好一点就不用老是挪地方,education,train,446
有点太吵,education,train,448
哦,education,train,451
而且不知道为什么,education,train,452
我我以前一直以为韩国人是很文静的,education,train,453
但是我来到科大之后发现,education,train,454
就韩国人他们只要一个还没问题只要来了第二个他就会疯狂的开始,education,train,455
聊天,education,train,456
对,education,train,457
所以就其实我们昨天晚上也是基本上在图书馆待到很晚,education,train,459
待到四点多然后打的我们几个就回去,education,train,460
因为因为我们在写那个论文然后也写不出来,education,train,461
所以就待到很晚,education,train,462
嗯,education,train,463
就拍一个小视频就是图书馆还好多人的,education,train,465
其实我们算是结束了我们现在就是想把这个论文交了,education,train,468
我们就差不多可以走了,education,train,469
嗯但是我们其实就是十一月才毕业,education,train,471
啊,education,train,472
就是中间有一个很,education,train,473
比较长的时期不知道在干嘛,education,train,476
就是可能你大概六月就可以走,education,train,477
比如说你六月可以离开学校,education,train,478
呃八月就到期嘛,education,train,480
然后其实到就到十一月的时候才有毕业典礼,education,train,481
所以就是现在是一个比较尴尬的,education,train,485
的时候,education,train,486
这个样子那确实有一点,education,train,487
有一点尴尬我觉得,education,train,488
对,education,train,489
但这个这感觉,education,train,490
我觉得学校总归要考虑到这一点,education,train,491
好像说香港这边的学校大概都是这样子,education,train,492
所以就好像大家都没有怎么,education,train,493
管这个事情就是,education,train,494
这是先这样吧就是反正制度是这样那你只能造着走这样子,education,train,495
对,education,train,496
明白,education,train,497
然后我们下面聊聊呃那个,technology,train,498
现在好像大家都比较关注这个问题,technology,train,500
呃然后,technology,train,501
呃你怎么看,technology,train,502
呃,technology,train,504
比如说,technology,train,508
呃,technology,train,509
呃小学阶段需要的话是因为,technology,train,513
嗯人家,technology,train,516
就是我们放学过后孩子放学过后作为父母肯定是希望嗯第一时间,technology,train,517
跟孩子们保持联系,technology,train,518
还有之前我们有那种叫,technology,train,519
家校通,technology,train,520
然后,technology,train,524
就很就就知道他们上面到底今天完成了什么,technology,train,526
然后初中阶段的话我觉得,technology,train,527
孩子们需要但是少用一点,technology,train,528
高中阶段也是主要是因为他们有,technology,train,529
嗯鱼龙混杂可以这么说,technology,train,533
我感觉就,technology,train,536
然后如果是正常的联系正常的,technology,train,538
同学那问问题啊什么有时候我们会,technology,train,541
直接打电话去问那个作业那个问题是什么这都是很需要的,technology,train,542
就孩子们他们,technology,train,544
比如说你拿一个手机给他他可能,technology,train,545
第一想法并不是去查资料,technology,train,546
所以我觉得,technology,train,550
呃还有一些信息就是,technology,train,551
一些不太好的信息,technology,train,552
呃不适合他们年龄段的一些信息,technology,train,553
那可能,technology,train,554
呃也会接触到所以我觉得这个,technology,train,555
应该采取什么措施就是,technology,train,557
让他们不能说屏蔽掉那些信息因为很多东西无法屏蔽,technology,train,558
但是呃如何让孩子们正确地去接受这一点比较重要,technology,train,559
嗯我,technology,train,560
我觉得我也觉得,technology,train,561
因为呃,technology,train,564
我觉得就,technology,train,566
就目前的,technology,train,567
呃在,technology,train,568
嗯那个是呃家长和孩子这种模式来看的话就是说,technology,train,569
呃比如说我我有外甥他今年十岁了然后他,technology,train,570
他现在呃大概是,technology,train,571
呃八点钟或者八点半开始,technology,train,572
到了下午四点半他们就放学了然后我的,technology,train,574
所以他们其实,technology,train,576
呃其实尤其他们呆在那个学校的时间是,technology,train,577
很长而且,technology,train,578
这就是他们的,technology,train,579
呃和,technology,train,584
就是他们没有,technology,train,585
呃更大方式的,technology,train,588
对我觉得这也是一个让他们去呃,technology,train,589
去尝试着和和和,technology,train,590
然后对回来以后对回来以后他们可以有限度的可以看电视,technology,train,592
所以他们会比较呃比较,technology,train,594
感兴趣但我们还是目前还是不太允许他玩手机,technology,train,595
但是我觉得到他大了以后我觉得肯定还是需要一个手机的因为,technology,train,596
包括,technology,train,599
呃当他们小的时候比如说那些,technology,train,601
但是大但是到那个什么高等数学啊那些那些比较高深的那种古文的时候,technology,train,603
其实作为家长而言你你其实并,technology,train,604
它并没有太多的能力去帮你但所以这时候,technology,train,605
我觉得如果有有一个手机的话可以帮助他们让他们自己去学习怎么样去从,technology,train,606
如果能够呃给他们这样一种,technology,train,608
对他们整个的这个呃,technology,train,611
你你说孩子们肯定呃,technology,train,615
呃就就高了但因为他们,technology,train,617
其实越到后来受到的诱诱惑会越多,technology,train,618
然后我认为网络的信息,technology,train,619
呃一些游戏啊包括一些,technology,train,621
呃那些嗯,technology,train,622
反正就是不太好的信息啊,technology,train,623
呃我觉得其实孩子们,technology,train,624
那个比较小一点孩子们反而不是太懂,technology,train,625
但是大孩子也不是说大孩子反正就是,technology,train,626
呃学生学生阶段呃青春青春期少年阶段呢,technology,train,627
他们反而我觉得受到诱惑会更多吧,technology,train,628
那,technology,train,629
嗯我承认这也就是我觉得,technology,train,630
就是我们不能因为那个诱惑越来越多啊我们就把这个,technology,train,633
他们就会长大他们会需要去去面对这些东西,technology,train,635
所以这些东西并不是说你,technology,train,636
正确做法是说就让他们看到这样一件事情,technology,train,638
然后我们站在他们比较早期的时候去他,technology,train,639
帮助他们去怎样去呃面对这些东西,technology,train,640
就是比如说我们呃就是,technology,train,641
呃就是说,technology,train,642
我们应该去帮助他们说,technology,train,644
怎么样去,technology,train,645
然后会会有会,technology,train,648
然后比如呃,technology,train,649
一种可能方式就是我想设想的就是说,technology,train,650
我们可以每次当他们,technology,train,652
我们的孩子去学习,technology,train,656
你可以有一种很,technology,train,659
而不是说,technology,train,664
对,technology,train,666
因为这样一种方式会,technology,train,667
对然后同样也能也能帮助他们学会怎么样去,technology,train,669
呃对待这件事情,technology,train,670
你要帮他们他们想怎么样去,technology,train,674
呃 然后也可以就是说让他们让他们玩但是他们,technology,train,675
就是,technology,train,676
就你可以玩诶但是你也可以同时学好学习,technology,train,677
就这样子哦就是他们可以,technology,train,678
呃互相补充我觉得,technology,train,682
不然的话就比如说我的父母都是,technology,train,684
我觉得,technology,train,688
所以我就觉得,technology,train,689
呃但是我能够理解,technology,train,694
呃为什么大家,technology,train,695
很多消息就会被,technology,train,698
呃因为因为呃很多很多的,technology,train,700
很容易被一些,technology,train,702
言论一些观点所影响,technology,train,703
然后做出一些非常非常 的事情出来所以我觉得,technology,train,704
这件事情是合理的但是,technology,train,705
呃,technology,train,706
呃,technology,train,711
嗯但是我觉得这对于,technology,train,713
嗯没了的话我就完了,technology,train,716
但是微博上呃,technology,train,717
就是你怎么看待他们把很多很多的一些消息都给,technology,train,718
很快就会被和谐掉了,technology,train,720
和谐掉你觉得这个事情是好的还是不好的你觉得你怎么看,technology,train,721
你怎么看这个事情,technology,train,722
呃,technology,train,725
他们接触到这些信息的话,technology,train,727
呃如果是关于一些社会上,technology,train,728
非常非常负面的新闻包比如说杀人啊这些事情,technology,train,729
可能会对他们会,technology,train,730
造成一种负面的,technology,train,731
呃会误导青少年,technology,train,734
但我觉得,technology,train,735
非常不好的一方面就是如果和谐掉了那,technology,train,736
然后,technology,train,739
呃包括,technology,train,740
这它的,technology,train,741
比如说,technology,train,743
官官商勾结啊,technology,train,744
各种像这样的事情,technology,train,745
然后,technology,train,746
不能被呃,technology,train,747
呃记者我们给曝光出来那可能会有,technology,train,749
呃许许多多更多的,technology,train,750
隐藏在其中,technology,train,751
嗯,technology,train,752
对是一个可是呃,technology,train,753
但是现在好像就是你你也你也好像也不太能够讲一些比较实质性的瓜,technology,train,754
呃我觉得可能,technology,train,756
还有一个,technology,train,757
不好的地方就是网络暴力吧,technology,train,758
就现在有很多,technology,train,759
他他可能会通过像我们,technology,train,761
发表我们发表一些评论可能是比较中肯的,technology,train,762
但是不排除一些人,technology,train,764
他们的思想他们的三观有些问题,technology,train,765
那那你就,technology,train,766
就就无法阻止很多网民他们,technology,train,767
对一件事不同的看法那有些人可能就,technology,train,768
网络暴力了比如说人肉搜索啊什么的,technology,train,769
那,technology,train,770
呃唔,technology,train,771
这个损失啊什么的,technology,train,773
嗯,technology,train,774
嗯网络暴力确实是一件非常非常,technology,train,775
可怕的事情可怕的事情,technology,train,776
嗯,technology,train,777
嗯我也很同意你的观点,technology,train,783
然后大家就一般会找不到他然后渐渐的呢他就呃对从同学们的视野中消失了,technology,train,786
然后呢大家有什么事情也都不会记得他呃然后嗯然后有什么活动也都不希望他来参加,technology,train,787
然后,technology,train,788
然后,technology,train,791
对比如说最近呢有一个神魔之塔好像是比较,technology,train,792
呃流行的一款游戏,technology,train,793
嗯然后另外呢就是也像你刚才说的其实,technology,train,795
呃,technology,train,796
嗯,technology,train,798
就是有一些比如说语言学习的软件,technology,train,799
呃,technology,train,800
可以让小朋友来更好的学习英文啊,technology,train,801
然后来背单词然后还有一些像是数学的软件,technology,train,802
可以帮助小朋友做计算这些都很有用,technology,train,803
呃这个我觉得其实是好的啦就是当你不知道该呃怎样解这道题的时候呢,technology,train,805
嗯唉我觉得还有一个原因那可能是他们的视力原因,technology,train,807
就是玩手机时间太久了他们的视力可能会下降,technology,train,808
对呃,technology,train,810
呃有再有就是,technology,train,811
呃应该应该是罪魁祸首了,technology,train,812
因为嗯对长时间的看着这种发光的荧幕的,technology,train,813
呃对会对视力非常的不好然后尤其是呃当小朋友们对,technology,train,814
呃,technology,train,816
然后这样的话对他们的视力其实是有很大的损伤,technology,train,817
呃我觉得呢这个其实是,technology,train,818
呃人们,technology,train,819
其实可以开发更多的就是,technology,train,820
然后呃一些动手的游戏啊这样的话其实呃让小朋友们意识到,technology,train,822
然后他们也会愿意去尝试这些游戏这样的话可以让他们渐渐的,technology,train,824
转移到别的地方去,technology,train,826
呃,technology,train,827
呃所以其实呢那个时候我觉得就是没有,technology,train,830
老师们也都不会去管说小朋友有没有带手机啊或者要把手机交给,technology,train,831
学校然后走的时候才会,technology,train,832
拿走这样子,technology,train,833
嗯,technology,train,835
我觉得这种,technology,train,836
举动可能是有它存在的意义了因为小朋友们上课的时候可能就会,technology,train,837
呃去玩游戏然后不听课因为,technology,train,838
对虽然贪吃蛇不好玩啊但是对我也当时会有一些,technology,train,839
呃对上课的时候会把一些时间用来看小说啊比如说看哈利波特啊这种,technology,train,840
呃对,technology,train,841
呃,technology,train,843
然后那你其实你在,technology,train,844
呃手机上有什么喜欢玩的游戏啊,technology,train,845
嗯因为你看哦当他们搭交通工具的时候呢他们如果在玩游戏他们可能就会不会注意马路上的状况然后就很有可能会发生交通意外,technology,train,849
对尤尤其是他们当很沉迷于他们现在在玩游戏就是,technology,train,850
汽车按喇叭呀他们都不会听到他们有可能会被汽车啊或者,technology,train,852
自行车这样给撞到从这个角度来看呢其实小朋友们,technology,train,853
更新苹果最近的这个系统啊,technology,train,857
嗯,technology,train,858
嗯对然后我觉得这种东西呢其实是,technology,train,861
呃对蛮有作用的,technology,train,862
呃对它尤其是呢就是呃,technology,train,863
对改变人们的行为,technology,train,865
非常有帮助的,technology,train,866
对,technology,train,867
呃我不会使用因为其实我没有很沉迷于手机啊我每天使用手机的时间都非常的有限,technology,train,868
呃你是说苹果我刚刚提到的那个,technology,train,872
呃但是它不会就是强行地锁掉你的电话让你用不了这样子,technology,train,875
哦不过你说的也对就是,technology,train,876
如果,technology,train,877
呃像这种没有强制力的其实呃对人们就是真正的改变人们的习惯其实还是呃,technology,train,878
呃你就直接把它给划掉然后可以继续玩你的手机,technology,train,881
就好像比如说我有,technology,train,882
早上有定一个闹钟然后闹钟响了之后我可以关掉闹钟然后继续睡觉这样的,technology,train,883
对,technology,train,884
嗯然后我再来说一说嗯对我也有在玩儿一些手机游戏啦,technology,train,885
呃比如说有一个手机游戏呢可用来打兔子,technology,train,886
然后呢兔子就会从呃,technology,train,887
各个地方跳出来然后我就可以用枪去打他,technology,train,888
嗯我觉得是缓解压力,technology,train,890
然后当你有这样的一个游戏的时候呢就很有效的可以缓解你的压力,technology,train,895
嗯通过这种打兔子呢你就可以感到身心的放松,technology,train,896
诶然后其实最近有一些那种呃实物的东西也是可以让你用来,technology,train,897
呃缓解压力的比如有那种西红柿啊或者鸡蛋但那都是假的啦就是那种橡胶做的软软的然后你可以把它往墙上扔,technology,train,898
就是来缓解压力可以扔鸡蛋啊扔西红柿啊对扔扔土豆啊这样子,technology,train,899
呃对这些都是,technology,train,900
呃缓解压力的措施然后可以让人们,technology,train,901
从这个工作的压力中释放出来,technology,train,902
呃因为香港没有像,technology,train,906
淘宝啊或者是天猫啊这种,technology,train,907
呃你找这种呃网上的交易平台呢都非常的方便然后你可以很容易就找到你想要的东西,technology,train,911
对中世纪的一个对游戏然后你在嗯你就生活在古代然后你可以造出很多的兵啊然后,technology,train,915
你可以建造自己的城市,technology,train,916
然后这里这个呢其实嗯也是很有考验你这个呃对,technology,train,917
资源啊材料啊来进行生产啊来进行规划然后,technology,train,919
呃对然后这个其实是对人们,technology,train,920
嗯对嗯我们有时候是合作进行然后也有时候是孤军奋战,technology,train,922
然后嗯对在网上,technology,train,923
对因为大家彼此之间没有默契,technology,train,925
那爆爆王里面是不是有一只角色叫做困爆诶那个角色是我最喜欢的角色诶因为我觉得它很可爱,technology,train,926
呃你好很高兴见到你然后我叫徐鹏,persona,train,928
然后,persona,train,933
嗯,persona,train,935
对然后,persona,train,936
嗯,persona,train,937
所以今年应该就毕业了,persona,train,942
就是马上要结课五月多结课,persona,train,943
好的,persona,train,944
然后,persona,train,945
呃,persona,train,946
呃我看了其中的几场我觉得今年的比赛非常的,persona,train,954
好看,persona,train,955
呃他他的技术非常的全面,persona,train,958
他能能 能,persona,train,959
然后特别好看,persona,train,961
你呢,persona,train,962
呃我偶尔看但是主要是从这个虎扑,persona,train,963
看段子,persona,train,964
然后比赛的话是,persona,train,965
对然后,persona,train,967
你说姚明对之前我也很喜欢姚明然后然后喜欢火箭队嘛,persona,train,968
然后喜欢麦迪哈登,persona,train,969
对但是后来的话就是,persona,train,970
就慢慢的也不看了,persona,train,971
然后因为上大学之后就大多数跟室友打,persona,train,972
对所以就比较关心比较关心这个电竞,persona,train,974
打游戏,persona,train,975
你打吗,persona,train,977
呃我不怎么,persona,train,978
我不怎么打因为我太菜了,persona,train,979
就,persona,train,982
然后当时看当时看那个微博啊,persona,train,984
就是,persona,train,987
呃,persona,train,988
[UNK] 都在庆祝我们胜利然后中就是,persona,train,989
对然后主要是呃我觉得,persona,train,991
呃游游戏,persona,train,992
我觉得大家还是特别特别开心嘛,persona,train,994
对去年我是在本科的时候然后当时是,persona,train,995
然后是夺冠热门因为他们今年就是省比赛都夺冠了,persona,train,997
然后只剩这个最后世界总决赛了,persona,train,998
但是呢却输了,persona,train,999
对就是也是都一起看,persona,train,1003
所以还是很有趣的,persona,train,1004
然后最后但是,persona,train,1005
现在我感觉就是大家长大了以后打游戏的其实挺少了现在,persona,train,1006
对大家就很多都是比如说现在出了个皮肤大家买一下但是正儿八经去打的也是,persona,train,1007
对的,persona,train,1010
然后就只有很,persona,train,1012
然后,persona,train,1014
去一起打,persona,train,1016
对,persona,train,1019
然后,persona,train,1020
啊,persona,train,1022
我就感觉他们其实,persona,train,1024
季中赛的时候所以,persona,train,1026
对,persona,train,1029
我其实是他们上我忘了叫什么名名字但他们上路的,persona,train,1030
那个单上上单直接把对面打破了所以,persona,train,1031
特别的,persona,train,1034
对 特别特别的,persona,train,1035
对我觉得也是因为,persona,train,1039
对,persona,train,1042
也是因为这方面原因所以他们,persona,train,1043
信息系统管理,persona,train,1054
就是它其实跟呃供应链管理还是有一些相连的因为我们有的时候会,persona,train,1055
就是帮一些,persona,train,1056
呃你知道很多供应链会涉及很多信息系统,persona,train,1057
然后就会去呃设计一下呀然后平时会有什么需求分析呀然后然后去看它的数据库啊什么的,persona,train,1058
我觉得还是挺有意思的那我未来也会考虑在香港工作,persona,train,1059
对,persona,train,1062
你们是有专门的,persona,train,1067
嗯,persona,train,1068
嗯,persona,train,1070
嗯,persona,train,1071
啊呃,persona,train,1074
我觉得讲粤语还是就是还我感觉挺重要的因为,persona,train,1075
呃我本科四年其实是在香港读的但是我当时就没有好好学粤语然后就就是今年才认真学粤语就感觉,persona,train,1076
有些公司可能如果是香港人多的公司的话就是粤语还氛围蛮重要的对,persona,train,1077
我没有遇到过但是我之前有一个同学遇到过,persona,train,1078
所以当时就有很多很多的那种投诉啊什么的然后那个老师就,persona,train,1083
就被学校给给给处理了就是感觉他是因为会有一些政治倾向所以说它会就是,persona,train,1084
然后就当时还搞得蛮紧张的对然后就是,persona,train,1086
很多你就说不光是对内地学生是这样的他会觉得你,persona,train,1087
嗯,persona,train,1089
但我觉得大部分其实我周围的同学呀然后我们像 是就是非常的普通话非常好,persona,train,1090
所以平时我也没有什么动力去学粤语只不过现在找工作的时候可能会,persona,train,1091
你有没有信心能够在短期时间内赶紧把粤语提升一下然后他们就这么跟我说对对对,persona,train,1095
所以说学粤语还是比较重要的,persona,train,1096
对,persona,train,1098
对我觉得学粤语学粤语我当时就是努力学粤语的时候就是看了一个就是找了一本书叫什么香港话什么基础学从头开始从零学康香港话还是什么的,persona,train,1099
然后有不同的那种特别针对生活习惯了就比如说从我们刚开始的问路然后呢就是那个什么住宿啊交通啊乱七八糟都会有,persona,train,1101
然后它就,persona,train,1102
应付了一下吧对,persona,train,1104
问你那么一两个粤语问题,persona,train,1107
但是我觉得其实,persona,train,1108
嗯我觉得我的面试官我遇到面试官还比较侧重的是就是你有一个,persona,train,1109
就是你的,persona,train,1110
对,persona,train,1111
嗯,persona,train,1112
氛围你进入公司以后应该会更更好更学的更快一点,persona,train,1113
嗯,persona,train,1114
嗯,persona,train,1122
所以就其实就像内地就是呃因为人太多就是大家工作其实这都需要去读个研然后才才找工作是吗,persona,train,1123
哦,persona,train,1124
嗯是,persona,train,1125
嗯那你之后会有想说回就是北方那边吗因为其实我也是北京就是我也是北方人对对对你会想说回北方吗还是,persona,train,1127
深圳,persona,train,1128
嗯,persona,train,1129
嗯,persona,train,1130
嗯,persona,train,1131
嗯,persona,train,1132
嗯,persona,train,1133
嗯,persona,train,1134
完了以后如果是上海的话他是等于说是读一年然后你再待够那么上够几个月的社保以后也是可以拿那个上海的那个户口,persona,train,1137
完了以后但是就是北京的会严一点儿,persona,train,1138
嗯,persona,train,1139
但是我属于那种你知道就是呃就是一般考完试就赶紧飞回家的那种,persona,train,1140
对我以前我以前是这样的,persona,train,1141
对然后粤语也很差,persona,train,1143
就是现在就是开始找工作才意识到了这个问题的严重性,persona,train,1144
对,persona,train,1145
因为我之前有同学就是我们我们本科好像也有这个这个专业,persona,train,1147
然后呢他们也是,persona,train,1148
嗯,persona,train,1150
呃,persona,train,1151
嗯,persona,train,1153
你呢,persona,train,1154
呃,persona,train,1156
本科学习,persona,train,1160
我本科学校是嗯,persona,train,1161
呃先,persona,train,1163
西安电子科技大学,persona,train,1165
嗯对对对,persona,train,1168
呃,persona,train,1173
就没事的时候,persona,train,1174
然后为什么为什么你选择来科大读,persona,train,1175
我可以省掉一年的时间去工作然后,persona,train,1183
大佬大佬大佬,persona,train,1186
那,persona,train,1187
嗯,persona,train,1188
呃通信工程,persona,train,1197
所以就是跟通信工程,persona,train,1198
对,persona,train,1225
嗯,persona,train,1227
嗯找工作不容易,persona,train,1228
哦,persona,train,1231
深圳,persona,train,1235
嗯,persona,train,1236
然后是上海,persona,train,1238
哦,persona,train,1240
嗯,persona,train,1244
嗯外资的互联网企业,persona,train,1250
嗯,persona,train,1253
西安,persona,train,1275
我,persona,train,1282
我会在,persona,train,1283
我会跑跑步啊啥但我真的不喜欢跑步,persona,train,1284
这是,persona,train,1285
减肥吗,persona,train,1286
好健康,persona,train,1291
最近有点忙了就,persona,train,1292
好久没去了都,persona,train,1293
就很懒就,persona,train,1297
体育成绩就还好但是,persona,train,1298
真的吗,persona,train,1299
我的成绩特别差,persona,train,1301
嗯,persona,train,1302
给你剧透一,persona,train,1308
不用了不用了不用了,persona,train,1309
嗯,persona,train,1310
呃你好我叫恩基,persona,train,1312
但是我在深圳长了十年,persona,train,1314
我现在在,persona,train,1317
香港科技大学,persona,train,1318
商学院学习,persona,train,1319
对我我我喜欢看书,persona,train,1321
你有问题吗对啊,persona,train,1324
因为这边是可以,persona,train,1325
啊,persona,train,1326
呃,persona,train,1327
我先介绍我自己,persona,train,1328
好不好,persona,train,1329
