everything,真的,1.061967105715709,926,0.43611625,rmb,元,1.0752705794668536,553,0.4218841
acc,膺,1.157836690424967,659,0.32964107,furniture,家具,0.947899380535944,106,0.5507538
plus,另加,0.9869398335999112,4,0.5129742,floor,地板,1.0553718270172965,371,0.44311476
centre,中心,0.9924395712280141,6,0.5075257,cash,支付,1.0622374969694037,272,0.43582648
window,窗,0.9527304321647565,43,0.54616106,domestic,畜,1.1377544340608223,117,0.35272777
set,於,1.0865439020700498,13,0.4097304,furniture,家具,0.947899380535944,106,0.5507538
safety,安全,0.9886957210818512,13,0.51123536,garage,屋,1.1335129725636441,1796,0.3575651
month,十天,0.9280074227813873,8,0.56940734,moon,月亮,0.9799971955341767,27,0.5198148
neighbourhood,住宅,1.094514875838261,122,0.40100408,around,都在,1.092027700633958,107,0.40376323
pattern,特徵,1.1023834027129804,404,0.39239186,room,浴室,0.9579089603011273,85,0.54122406
diner,酒吧,1.1185833410552344,1457,0.37439927,bathroom,浴室,0.9364715751343744,84,0.56151164
deposit,存摺,1.0432099471051595,111,0.45583662,house,屋,1.0476608253808217,58,0.4512097
utilities,公用,1.0934635380408793,576,0.40219775,landlord,店主,1.0475940543983662,166,0.4512251
sheet,板,1.080931744027304,51,0.4157705,village,村落,1.0622880038760425,154,0.43578374
garden,花圃,1.0244886340106494,85,0.47520036,house,屋,1.0476608253808217,58,0.4512097
paper,印刷,1.0405209854988136,64,0.45867905,connect,接通,1.0256870953600312,58,0.47396263
list,列表,0.9720442713047751,7,0.5275787,space,空间,1.0048348159211005,42,0.49520364
condition,患,1.037012031083461,138,0.46229184,benefit,更好,1.0733379258973021,280,0.42399278
sold,出售,1.0199831262608656,75,0.4798289,ash,煤灰,1.0383901754724714,8,0.46091676
tab,勾,1.1123161019961931,355,0.38134092,friend,好友,0.9276592995734446,57,0.56972355
inspection,稽查,1.0474644919197353,59,0.45143116,psychology,心理,1.0201810517962258,471,0.47962153
plan,打算,1.0271114070286467,22,0.4725415,priority,考量,1.0825161358292679,61,0.4140592
liability,侵害,1.1271643676299985,2068,0.364769,cartoon,卡通,1.0226580333922137,236,0.47707707
dealer,古董,1.0818684087887995,250,0.41477323,vision,感,1.079895440746918,228,0.41691738
owner,所有者,1.0785387158481188,118,0.41837856,bathroom,浴室,0.9364715751343744,84,0.56151164
link,球球pk,1.1710967186090293,1386,0.31428048,rent,房租,0.9394750724275196,21,0.5587056
message,信件,1.0104644803016016,66,0.4894988,classmate,好友,1.027988473954303,160,0.47163612
text,文字,1.089479578654864,133,0.4065158,price,价格,1.0559026111647596,205,0.44253078
soda,汁,1.014143751935529,195,0.48572093,desk,桌椅,1.0806494590011726,38,0.41611874
sale,出售,0.8871970869644749,27,0.606422,place,在,1.0776606598005694,16,0.41933843
coding,冗,1.1416315903928715,4088,0.34834233,floor,地板,1.0553718270172965,371,0.44311476
cover,封面,1.0276122467642945,16,0.47201386,kitchen,浴室,1.0024945375550685,193,0.49747932
size,尺寸,0.9443618889165637,6,0.5540889,phd,教授,0.9747051518786574,107,0.5249336
thread,琉竜,1.0886511513445833,1164,0.4074282,thing,真的,1.0139101487569249,947,0.48599923
mechanic,技工,1.0643311544064467,158,0.43358707,life,生命,1.0008054722151836,8,0.4991951
permit,限制,1.033938059749609,140,0.46549046,car,车,1.0240343779878438,404,0.47565058
master,匠,1.1032703406952418,84,0.39141124,room,浴室,0.9579089603011273,85,0.54122406
paperwork,通知,1.1129121351139872,924,0.3807502,life,生命,1.0008054722151836,8,0.4991951
quote,引用,1.0287996446323953,534,0.47076562,theory,概念,1.054686693410921,1117,0.44380322
rental,出租,1.0074913199739168,81,0.49246296,bike,越野,1.0628747760831467,314,0.43511993
summer,夏季,0.9521213525854431,8,0.5467175,pot,炒,1.028482200701567,36,0.47113955
office,官邸,1.094400724428138,123,0.40111342,opponent,踢,1.1114525108771849,417,0.3823302
phd,教授,0.9747051518786574,107,0.5249336,kitchen,浴室,1.0024945375550685,193,0.49747932
building,建物,1.0257204153181958,348,0.47394842,bike,越野,1.0628747760831467,314,0.43511993
clean,洗,1.0635683414906052,62,0.43440974,accident,事故,0.9128472932762498,17,0.5833584
update,更新,1.0018516144335718,9,0.49811098,kitchen,浴室,1.0024945375550685,193,0.49747932
field,打,1.0987841736125465,42,0.39633211,connect,接通,1.0256870953600312,58,0.47396263
microwave,微波,1.028007278569177,504,0.4716127,domestic,畜,1.1377544340608223,117,0.35272777
agent,特工,1.1235765613543802,109,0.3687908,forum,论坛,1.141416026061417,310,0.3485879
review,评,1.1047666359164183,222,0.38970575,condition,患,1.037012031083461,138,0.46229184
coverage,yamaguchi先生,1.081000459336119,322,0.4156818,hall,大宅,1.1027383376728546,229,0.39195368
updated,更新,0.9881433238915328,20,0.5117784,object,物件,1.0020423637832316,40,0.4979339
token,咭,1.0997521313179817,158,0.39523238,office,官邸,1.094400724428138,123,0.40111342
flexible,易於,1.092337509349902,1469,0.40341693,box,盒,1.0286029487587414,8,0.4709922
property,承租,1.043687942890753,140,0.45535022,teacher,住校,1.0979572433402969,448,0.39725593
gre,踼,1.197414628046661,2254,0.28309435,router,有问题吗,1.103171942683799,1761,0.39147648
theme,主题,1.1315942929613625,1154,0.3597074,exterior,外廓,1.1068261206848549,1210,0.38745892
show,集,1.106531172002285,575,0.3877743,merchandise,商品,1.0214578205231064,137,0.47831666
final,翌,1.0971278039113184,236,0.3982493,life,生命,1.0008054722151836,8,0.4991951
modem,有问题吗,1.1462010973471541,2243,0.3431155,apartment,公寓,0.9510278201873663,41,0.547798
pass,跑,1.095529516913856,140,0.39992106,sofa,椅子,1.0432546111646692,95,0.45583266
undergraduate,本科,1.0585136166388376,448,0.43975633,connect,接通,1.0256870953600312,58,0.47396263
ta,欣,1.0857342453845704,29,0.41063252,gym,健身,1.0195877196380192,48,0.48020574
gift,祝福,1.0911920386117584,347,0.4046436,boys,男生,1.0281830800660292,45,0.4713923
profile,高,1.145282954634827,106,0.34414452,address,地址,1.0891852608657318,116,0.40687773
orientation,取向,1.0647804356204569,86,0.43312052,friend,好友,0.9276592995734446,57,0.56972355
officer,副官,1.063744499465262,287,0.43420348,by,由,1.0537251169186548,4,0.4448168
brother,弟弟,0.8890478735763969,37,0.6048095,gas,液化,1.0305831317466985,279,0.4689372
picture,相片,0.9846012620364051,40,0.51526684,information,信息,1.0387980455756745,93,0.46049735
project,正在,1.1169476581294753,238,0.37619635,people,人,1.0241349721702662,11,0.47560793
backyard,遛狗,1.0812485891706152,263,0.4154512,bathroom,浴室,0.9364715751343744,84,0.56151164
car,车,1.0240343779878438,404,0.47565058,appendix,附录,1.1289570721018318,386,0.36271906
state,州,1.0363179848445916,7,0.46302268,fraud,舞弊,1.0962930541871891,1213,0.39908534
college,分校,1.0740818893668518,299,0.42316616,facility,基地,1.0860710484165972,261,0.41020077
days,十天,0.9510205253931903,12,0.547791,labyrinth,密室,1.1025313004623845,361,0.3922424
baby,小孩,0.9998510653786838,85,0.5001459,question,回答,1.0066868699278269,363,0.49327677
title,衔,1.1649992389457082,691,0.3214093,car,车,1.0240343779878438,404,0.47565058
american,裔,1.066761657069397,57,0.43098292,moon,月亮,0.9799971955341767,27,0.5198148
router,有问题吗,1.103171942683799,1761,0.39147648,house,屋,1.0476608253808217,58,0.4512097
yellow,橙色,0.9985577110575337,89,0.5014294,environment,环境,1.007779501754342,36,0.49220115
line,延伸,1.0400608421732407,22,0.45918393,moon,月亮,0.9799971955341767,27,0.5198148
lab,室,1.053346473056414,100,0.4452176,category,球球pk,1.1165883499534657,225,0.3766326
part,部份,1.0327773971949366,15,0.4666718,case,案,1.0267581575709783,160,0.47288784
fee,收取,1.0281896207733152,93,0.47142437,community,社,1.1152368526937442,127,0.37810877
tips,匙,1.1067777895468085,360,0.38752627,game,玩法,1.0403227933963253,232,0.45885536
visa,入境,0.9946074580964114,14,0.5053948,host,播,1.1097380439892583,106,0.38425878
studio,工作室,1.0186565373360512,21,0.4811803,mischief,耍弄,1.085351706689518,1725,0.41103566
social,社会,1.083410687387598,580,0.41306213,studies,研究,1.0510222477648372,243,0.44769502
bar,酒吧,1.1156493838295616,54,0.37766543,picture,相片,0.9846012620364051,40,0.51526684
campus,校园,1.1055559966173745,399,0.3889007,newcomer,新人,1.1007035338943627,83,0.39422756
furnished,傢具,1.1414661422299104,1462,0.34852058,topic,琉竜,1.0517824357995371,783,0.4469018
funding,捐助,1.1037294453220055,533,0.39088887,house,屋,1.0476608253808217,58,0.4512097
resume,停止,1.0677047548786467,71,0.43002272,connect,接通,1.0256870953600312,58,0.47396263
code,制定,1.1351490244854765,413,0.3557129,place,在,1.0776606598005694,16,0.41933843
examination,考卷,1.0980883197637064,366,0.39707372,condition,患,1.037012031083461,138,0.46229184
bid,有意,1.1460003198405666,470,0.34339035,moon,月亮,0.9799971955341767,27,0.5198148
lady,堂姊,1.0986383540117008,346,0.39651138,printer,列印,1.0283572687150844,81,0.47122133
stakeholders,各方,1.1555411584739677,3951,0.33238244,laundry,洗衣,0.9573788807501047,33,0.5417492
post,今早,1.1219776764919862,57,0.37061417,website,官方,0.9962256358171198,27,0.5037691
pictures,相片,1.0177545918571074,54,0.48208877,price,价格,1.0559026111647596,205,0.44253078
bbs,源,1.1810346813833985,1712,0.30252206,house,屋,1.0476608253808217,58,0.4512097
trick,帽子,1.0446293049374729,37,0.4543497,school,高中,0.9988541866390676,131,0.50114346
toilet,洗澡,1.0002568148113469,130,0.4997455,under,下,1.148198662684194,67,0.3407869
preferred,偏好,1.0561149539442853,108,0.44227603,connect,接通,1.0256870953600312,58,0.47396263
tag,拿掉,1.1467731275402648,1140,0.34241888,campus,校园,1.1055559966173745,399,0.3889007
hotel,酒店,0.8946728955239448,14,0.5997729,garden,花圃,1.0244886340106494,85,0.47520036
referral,急症,1.1593904037003246,1820,0.32787734,identity,身份,1.033162460507199,34,0.46623868
site,址,1.0653456884198853,30,0.43255126,health,健康,0.9456182858348477,61,0.55292577
box,盒,1.0286029487587414,8,0.4709922,picture,相片,0.9846012620364051,40,0.51526684
availability,需求,0.95030733053426,14,0.54847014,insurance,健保,1.1141698815356547,909,0.37929878
blender,捏,1.144704801588985,2099,0.34486744,rent,房租,0.9394750724275196,21,0.5587056
relocate,搬回,1.0230961683260171,56,0.4765961,chair,主席,1.0822977342480502,89,0.4143683
cable,台,1.1304183617873627,833,0.36109927,friend,好友,0.9276592995734446,57,0.56972355
word,意思,0.9980322765172023,168,0.5019629,install,安装,1.1160327329378044,723,0.37725425
report,指出,1.1426433450132343,136,0.34717715,picture,相片,0.9846012620364051,40,0.51526684
case,案,1.0267581575709783,160,0.47288784,classmate,好友,1.027988473954303,160,0.47163612
mic,笙,1.0958509121174413,18,0.39961842,classmate,好友,1.027988473954303,160,0.47163612
pet,狗,1.0356175321419026,46,0.46373606,interest,瞭解,1.085635805388655,107,0.41072583
panel,樑,1.1199620303637403,140,0.37282118,scales,稍,1.1471496478129009,2293,0.34204257
traffic,人流,1.104912412761733,418,0.38956636,assure,瞭解,1.0848860340455782,944,0.41148275
appliances,傢俱,1.1068333172813734,1459,0.38745415,preference,偏好,0.9611864970945991,13,0.53803647
fireplace,浴室,1.068925111911026,934,0.42871282,elevator,升降梯,1.1396225672592208,1550,0.35062873
pets,宠物,1.0602073502626306,253,0.43797597,rent,房租,0.9394750724275196,21,0.5587056
conditions,情形,1.075004282313296,305,0.422197,structure,结构,1.0468765634236799,139,0.4520095
trash,垃圾,0.9621185432813268,36,0.5371762,kitchen,浴室,1.0024945375550685,193,0.49747932
center,中心,0.9703885813042079,4,0.5291908,apartment,公寓,0.9510278201873663,41,0.547798
shuttle,太空梭,1.091612143160107,468,0.40423346,rent,房租,0.9394750724275196,21,0.5587056
laundry,洗衣,0.9573788807501047,33,0.5417492,thing,真的,1.0139101487569249,947,0.48599923
restaurant,快餐,1.0009986273465923,166,0.4990016,furniture,家具,0.947899380535944,106,0.5507538
flyer,隼,1.177081409736033,1598,0.3072012,furniture,家具,0.947899380535944,106,0.5507538
downtown,街,1.0929598002298968,1614,0.40270457,winter,冬季,0.84206538722635,5,0.64545417
